name,year,ipo_id,slug,url,listing_gain_pct,issue_price,listing_price,listing_date,listing_date_raw,face_value,price_band_low,price_band_high,offer_price,lot_size,sale_type,exchange,issue_size_cr,fresh_issue_cr,nse_symbol,bse_code,isin,ronw,promoter_holding_pre,market_cap_cr,fresh_issue_pct,promoter_holding_post,qib_sub,hni_sub,rii_sub,total_sub,anchor_data_available,has_top_anchor,qib_retail_ratio,sub_intensity_score,gmp_data_available,nse_ticker,listing_price_actual,return_1M,return_3M,return_6M,return_1Y,alpha_1M,alpha_3M,alpha_6M,alpha_1Y,nifty_at_listing,nifty_30d_return_pct,nifty_7d_return_pct,vix_at_listing,target_listing_positive,target_listing_gt10,target_listing_gt20,target_1y_positive,target_1y_gt25,target_beat_nifty,ofs_cr,ofs_pct,employee_sub,roe,roce,anchor_price,anchor_pct_of_qib,anchor_investors_count,anchor_names_sample,anchor_amount_cr,total_assets_cr,revenue_cr,pat_cr,net_worth_cr,reserves_cr,total_debt_cr,debt_equity,pat_margin_pct,eps,pe_ratio,revenue_per_share,price_to_book,sector,book_value,face_value_screener,ebitda_cr,ebitda_margin_pct,pb_ratio_screener
Gyscoal Alloys Ltd.,2010,2010_278,gyscoal_alloys_ipo,https://www.chittorgarh.com/ipo/gyscoal_alloys_ipo/278/,15.0,71.0,81.65,"Wed, Oct 27, 2010","Wed, Oct 27, 2010",10.0,65.0,71.0,71.0,90.0,Bookbuilding IPO,"BSE, NSE",55.0,55.0,GAL,533275.0,INE482J01013,14.65,99.81,112.38,100.0,50.87,1.54,33.44,8.0,8.586,0.0,0.0,0.193,12.4,0,,,,,,,,,,,5987.7,-0.06,-1.87,20.52,1,1,0,,,,,,,151.0,192.0,,,,,,,720.0,34.0,81.0,,91.0,1.12,4.72,21.48,342.0,,,,129.0,100.0,65.0,9.03,342.0
Hathway Cable & Datacom Ltd.,2010,2010_225,hathway_cable_ipo,https://www.chittorgarh.com/ipo/hathway_cable_ipo/225/,-13.48,240.0,207.65,"Thu, Feb 25, 2010","Thu, Feb 25, 2010",10.0,240.0,265.0,240.0,25.0,Bookbuilding IPO,"BSE, NSE",666.0,480.0,HATHWAY,533162.0,INE982F01036,-24.31,77.37,3428.57,72.07,63.37,1.4341,4.2868,0.2754,1.1136,1.0,1.0,5.207,2.06,0,HATHWAY,42.2,-2.23,-11.56,-3.96,-43.08,-10.52,-16.22,-16.68,-52.21,4922.3,1.43,1.6,24.02,0,0,0,0.0,0.0,0.0,186.0,27.93,,222.0,303.0,240.0,30.0,13.0,FRANKLIN INDIA MID CAP FUND | FRANKLIN TEMPLETON MUTUAL FUND | FRANKLIN INDIA OPPORTUNITIES FUND | FRANKLIN INDIA FLEXI CAP FUND | FRANKLIN INDIA FOCUSED EQUITY FUND,,,1583.0,-120.0,152.0,,1468.0,9.66,-7.58,-8.4,188.0,,,,250.0,200.0,301.0,19.01,188.0
Hindustan Media Ventures Ltd.,2010,2010_250,hindustan_media_ipo,https://www.chittorgarh.com/ipo/hindustan_media_ipo/250/,13.83,166.0,188.95,"Wed, Jul 21, 2010","Wed, Jul 21, 2010",10.0,162.0,175.0,166.0,40.0,Bookbuilding IPO,"BSE, NSE",270.0,270.0,HMVL,533217.0,INE871K01015,19.12,99.85,1218.34,100.0,77.69,9.237,3.4594,1.0205,4.6171,1.0,1.0,9.051,5.86,0,HMVL,175.79,-3.1,-6.59,-13.15,-28.94,-5.71,-18.22,-18.55,-34.14,5441.95,2.23,1.17,18.9,1,1,0,0.0,0.0,0.0,,,,496.0,536.0,166.0,28.46,13.0,NIPPON INDIA MULTI CAP FUND | NIPPON INDIA MUTUAL FUND | LG INDIA PLUS FUND | CANARA ROBECO CONSUMER TRENDS FUND | CANARA ROBECO MUTUAL FUND,,,918.0,179.0,73.0,,173.0,2.37,19.5,24.39,603.0,,,,211.0,100.0,262.0,28.54,603.0
IL&FS Transportation Networks Ltd.,2010,2010_233,ilfs_transportation_ipo,https://www.chittorgarh.com/ipo/ilfs_transportation_ipo/233/,6.45,258.0,274.65,"Tue, Mar 30, 2010","Tue, Mar 30, 2010",10.0,242.0,258.0,258.0,25.0,Bookbuilding IPO,"BSE, NSE",700.0,590.0,IL&FSTRANS,533177.0,INE975G01012,5.18,85.09,5012.11,84.29,73.32,56.0859,41.9989,4.8653,29.2156,1.0,1.0,11.528,41.62,0,IL&FSTRANS,216.49,3.48,4.68,22.79,-18.89,3.18,4.8,8.1,-27.9,5249.1,6.64,0.46,19.87,1,0,0,0.0,0.0,0.0,110.0,15.71,,,-181.0,258.0,30.0,16.0,JUPITER SOUTH ASIA INVESTMENT CO.LTD.-SOUTH ASIA ACCESS FUND | JUPITER | JUPITER INDIA FUND | PI OPPORTUNITIES FUND I | PI OPPORTUNITIES,,,132.0,40.0,171.0,,719.0,4.2,30.3,2.06,,,,,-452.0,100.0,22.0,16.67,
Indosolar Ltd.,2010,2010_260,indosolar_ipo,https://www.chittorgarh.com/ipo/indosolar_ipo/260/,-18.28,29.0,23.7,"Wed, Sep 29, 2010","Wed, Sep 29, 2010",10.0,29.0,32.0,29.0,200.0,Bookbuilding IPO,"BSE, NSE",357.0,357.0,INDOSOLAR,533257.0,INE866K01015,-46.06,97.63,971.92,100.0,60.9,1.44,1.3,1.81,1.5485,0.0,0.0,0.796,1.47,0,INDOSOLAR,2340.0,7.48,3.63,-27.14,-62.61,7.54,1.78,-24.51,-41.91,6029.95,11.62,1.18,22.25,0,0,0,0.0,0.0,0.0,,,,420.0,770.0,,,,,,,16.0,-137.0,335.0,,1013.0,3.02,-856.25,-4.09,758.0,,,Energy,489.0,100.0,-28.0,-175.0,758.0
Intrasoft Technologies Ltd.,2010,2010_236,intrasoft_ipo,https://www.chittorgarh.com/ipo/intrasoft_ipo/236/,9.9,145.0,159.35,"Mon, Apr 12, 2010","Mon, Apr 12, 2010",10.0,137.0,145.0,145.0,40.0,Bookbuilding IPO,BSE,54.0,54.0,,,INE566K01011,14.41,79.32,213.61,100.0,54.04,21.9673,21.6048,13.508,18.9522,0.0,0.0,1.626,20.17,0,ISFT,133.86,-21.34,-23.93,-35.98,-53.73,-17.91,-24.17,-50.6,-63.14,5322.95,3.69,-0.8,20.14,1,0,0,0.0,0.0,0.0,,,,587.0,621.0,,,,,,,148.0,2.0,15.0,,22.0,1.47,1.35,1.36,995.0,,,Technology,150.0,100.0,-1.0,-0.68,995.0
JSW Energy Ltd.,2010,2010_211,jsw_energy_ipo,https://www.chittorgarh.com/ipo/jsw_energy_ipo/211/,0.85,100.0,100.85,"Mon, Jan 4, 2010","Mon, Jan 4, 2010",10.0,100.0,115.0,100.0,60.0,Bookbuilding IPO,"BSE, NSE",2700.0,2700.0,JSWENERGY,533148.0,INE121E01018,29.39,68.96,16425.49,100.0,52.52,2.8846,0.151,0.404,1.4153,1.0,1.0,7.14,1.57,0,JSWENERGY,80.8,8.92,15.72,23.93,-0.91,14.66,14.34,23.76,-17.11,5277.9,3.02,1.92,22.27,1,0,0,0.0,0.0,0.0,,,,741.0,649.0,110.0,26.1,7.0,EP GLOBAL MARKETS LTD. | VALIANT MAURITIUS PARTNERS LTD. | VALIANT MAURITIUS PARTNERS | DEUTSCHE SECURITIES MAURITIUS LTD. | DEUTSCHE,,,8648.0,760.0,1640.0,,10106.0,6.16,8.79,4.63,387.0,,,,167.0,100.0,3255.0,37.64,387.0
Jaypee Infratech Ltd.,2010,2010_243,jaypee_infratech_ipo,https://www.chittorgarh.com/ipo/jaypee_infratech_ipo/243/,-10.34,102.0,91.45,"Fri, May 21, 2010","Fri, May 21, 2010",10.0,102.0,117.0,102.0,50.0,Bookbuilding IPO,"BSE, NSE",2258.0,1650.0,JPINFRATEC,533207.0,INE099J01015,21.42,99.1,14186.15,73.07,87.47,1.7471,1.1388,0.603,1.2187,0.0,0.0,2.897,1.34,0,JPINFRATEC,83.84,-5.63,-11.54,-12.58,-42.97,-14.19,-22.65,-34.23,-52.21,4931.15,-6.42,-3.19,32.26,0,0,0,0.0,0.0,0.0,608.0,26.93,,463.0,955.0,,,,,,,3319.0,299.0,1389.0,,8436.0,6.07,9.01,2.15,34.0,,,Technology,845.0,100.0,1304.0,39.29,34.0
Jubilant Foodworks Ltd.,2010,2010_218,jubilant_foodworks_ipo,https://www.chittorgarh.com/ipo/jubilant_foodworks_ipo/218/,58.0,145.0,229.1,"Mon, Feb 8, 2010","Mon, Feb 8, 2010",10.0,135.0,145.0,145.0,40.0,Bookbuilding IPO,"BSE, NSE",329.0,58.0,JUBLFOOD,533155.0,INE797F01012,30.0,66.24,922.52,17.63,59.95,59.3882,51.9517,3.7854,26.9134,1.0,1.0,15.689,46.04,0,JUBLFOOD,23.47,15.07,31.88,91.85,100.52,7.23,23.09,77.14,90.16,4792.65,-8.62,-0.78,29.91,1,1,1,1.0,1.0,1.0,271.0,82.37,0.0025,104.0,131.0,145.0,30.0,17.0,ARISAIG INDIA FUND LTD. | ARISAIG | BLACKROCK INDIA EQUITIES (MAURITIUS) LTD. | BLACKROCK | CANARA ROBECO ELSS TAX SAVER FUND,,,1736.0,118.0,65.0,,862.0,13.26,6.8,18.55,873.0,,,FMCG,328.0,200.0,250.0,14.4,873.0
MBL Infrastructures Ltd.,2010,2010_210,mbl_infra_ipo,https://www.chittorgarh.com/ipo/mbl_infra_ipo/210/,14.75,180.0,206.55,"Mon, Jan 11, 2010","Mon, Jan 11, 2010",10.0,165.0,180.0,180.0,35.0,Bookbuilding IPO,"BSE, NSE",103.0,103.0,MBLINFRA,533152.0,INE912H01013,27.61,84.97,315.25,100.0,52.3,3.3493,2.6459,0.3963,1.6803,1.0,1.0,8.451,2.55,0,MBLINFRA,92.21,-2.06,16.97,17.11,-1.99,7.32,16.72,14.5,-13.68,5210.4,1.92,-1.28,23.08,1,1,0,0.0,0.0,0.0,,,0.1379,-128.0,567.0,180.0,30.0,2.0,"NIPPON INDIA POWER & INFRA FUND | NIPPON INDIA MUTUAL FUND | GMO EMERGING ILLIQUID (MAURITIUS) FUND,THE",,,1766.0,77.0,18.0,,828.0,46.0,4.36,43.97,,,,Infrastructure,638.0,100.0,192.0,10.87,0
MOIL Ltd.,2010,2010_282,moil_ipo,https://www.chittorgarh.com/ipo/moil_ipo/282/,24.01,375.0,465.05,"Wed, Dec 15, 2010","Wed, Dec 15, 2010",10.0,340.0,375.0,375.0,17.0,Bookbuilding IPO,"BSE, NSE",1238.0,,MOIL,533286.0,INE490G01020,27.77,100.0,6300.0,,,49.16,143.3,32.86,56.4359,0.0,0.0,1.496,74.14,0,MOIL,147.57,-6.15,-17.82,-25.92,-50.03,-2.12,-10.26,-15.15,-28.88,5948.75,-0.67,3.16,20.24,1,1,1,0.0,0.0,0.0,1238.0,100.0,0.57,147.0,188.0,,,,,,,1020.0,510.0,168.0,,3472.0,20.67,50.0,30.36,214.0,,,Energy,133.0,100.0,501.0,49.12,214.0
Man Infraconstruction Ltd.,2010,2010_228,man_infraconstruction_ipo,https://www.chittorgarh.com/ipo/man_infraconstruction_ipo/228/,38.83,252.0,349.85,"Thu, Mar 11, 2010","Thu, Mar 11, 2010",10.0,243.0,252.0,252.0,22.0,Bookbuilding IPO,"BSE, NSE",142.0,142.0,MANINFRA,533169.0,INE949H01023,43.7,71.61,1247.4,100.0,60.23,96.0617,104.5701,10.2613,51.7249,1.0,1.0,9.362,81.45,0,MANINFRA,35.76,6.93,-7.96,-1.42,-58.67,3.24,-7.69,-10.66,-64.75,5137.0,7.18,0.95,19.73,1,1,1,0.0,0.0,0.0,,,0.0056,44.0,47.9,252.0,30.0,8.0,NOMURA FUNDS IRELAND PLC-NOMURA FUNDS IRELAND-INDIA EQUITY FUND | NOMURA | NIPPON INDIA AGGRESSIVE HYBRID FUND | NIPPON INDIA MUTUAL FUND | LEGG MASON ASIAN ENTERPRISE TRUST,,,397.0,31.0,50.0,,82.0,1.64,7.81,6.26,160.0,,,Infrastructure,542.0,200.0,17.0,4.28,160.0
Microsec Financial Services Ltd.,2010,2010_264,microsec_financial_ipo,https://www.chittorgarh.com/ipo/microsec_financial_ipo/264/,-5.64,118.0,111.35,"Tue, Oct 5, 2010","Tue, Oct 5, 2010",10.0,113.0,118.0,118.0,52.0,Bookbuilding IPO,"BSE, NSE",148.0,148.0,SASTASUNDR,533259.0,INE019J01013,19.68,90.25,375.36,100.0,50.82,5.91,35.88,11.04,12.201,0.0,0.0,0.535,15.93,0,SASTASUNDR,103.59,-28.05,-47.51,-61.63,-72.99,-28.29,-46.44,-57.5,-55.96,6186.45,10.93,3.26,21.73,0,0,0,0.0,0.0,0.0,,,,463.0,-133.0,,,,,,,30.0,-6.0,32.0,,309.0,9.66,-20.0,-1.89,330.0,,,Banking & Finance,214.0,100.0,-4.0,-13.33,330.0
NMDC Ltd.,2010,2010_230,nmdc_ipo,https://www.chittorgarh.com/ipo/nmdc_ipo/230/,-1.83,300.0,294.5,"Tue, Mar 30, 2010","Tue, Mar 30, 2010",1.0,300.0,350.0,300.0,20.0,Bookbuilding FPO,"BSE, NSE",9930.0,,NMDC,526371.0,INE584A01023,37.48,98.38,118941.48,,98.38,,,,100.0,0.0,0.0,,,0,NMDC,26.47,1.65,-9.54,-9.05,-5.02,1.35,-9.42,-23.74,-14.03,5249.1,6.64,0.46,19.87,0,0,0,0.0,0.0,0.0,9930.0,100.0,0.52,236.0,296.0,,,,,,,12058.0,6371.0,396.0,,31444.0,79.4,52.84,16.07,109.0,,,,369.0,100.0,7723.0,64.05,109.0
NTPC Ltd.,2010,2010_215,ntpc_fpo,https://www.chittorgarh.com/ipo/ntpc_fpo/215/,1.53,202.0,205.1,"Thu, Mar 18, 2010","Thu, Mar 18, 2010",10.0,,,202.0,28.0,Bookbuilding FPO,"BSE, NSE",8480.0,,NTPC,532555.0,INE733E01010,14.3,89.5,166558.38,,89.5,,,,100.0,0.0,0.0,,,0,NTPC,98.5,2.66,-0.32,2.89,-11.7,2.68,-0.64,-8.22,-14.14,5262.8,7.1,2.45,17.75,1,0,0,0.0,0.0,0.0,8480.0,100.0,1.04,121.0,995.0,,,,,,,78330.0,11403.0,8245.0,,81455.0,9.88,14.56,13.83,155.0,,,,198.0,100.0,19727.0,25.18,155.0
Oberoi Realty Ltd.,2010,2010_275,oberoi_realty_ipo,https://www.chittorgarh.com/ipo/oberoi_realty_ipo/275/,8.81,260.0,282.9,"Wed, Oct 20, 2010","Wed, Oct 20, 2010",10.0,253.0,260.0,260.0,20.0,Bookbuilding IPO,"BSE, NSE",1029.0,1029.0,OBEROIRLTY,533273.0,INE093I01010,24.55,89.24,8534.06,100.0,77.18,22.15,3.61,0.94,9.946,1.0,1.0,23.564,12.35,0,OBEROIRLTY,261.24,-2.3,-12.87,-10.34,-19.43,-2.77,-8.35,-8.44,-8.47,6101.5,1.84,-1.23,22.19,1,0,0,0.0,0.0,0.0,,,,147.0,177.0,260.0,30.0,19.0,HSBC LARGE & MID CAP FUND | HSBC MUTUAL FUND | HSBC VALUE FUND | FID FUNDS (MAURITIUS) LTD. | FID FUNDS,,,798.0,311.0,328.0,,76.0,0.23,38.97,9.47,272.0,,,Real Estate,460.0,100.0,435.0,54.51,272.0
Orient Green Power Co.Ltd.,2010,2010_266,orient_green_ipo,https://www.chittorgarh.com/ipo/orient_green_ipo/266/,-4.89,47.0,44.7,"Fri, Oct 8, 2010","Fri, Oct 8, 2010",10.0,47.0,55.0,47.0,125.0,Bookbuilding IPO,"BSE, NSE",900.0,900.0,GREENPOWER,533263.0,INE999K01014,-3.17,61.64,2199.97,100.0,20.73,2.09,0.64,0.18,0.9361,1.0,0.0,11.611,1.27,0,GREENPOWER,41.16,-14.43,-33.33,-42.62,-66.44,-17.68,-27.75,-37.41,-50.3,6103.45,8.84,-0.65,21.4,0,0,0,0.0,0.0,0.0,,,,384.0,665.0,47.0,25.64,8.0,SUNDARAM INFRASTRUCTURE ADVANTAGE FUND | SUNDARAM MUTUAL FUND | SUNDARAM CONSUMPTION FUND | SUNDARAM MID CAP FUND | SUNDARAM DIVERSIFIED EQUITY FUND,,,413.0,-208.0,568.0,,2227.0,3.92,-50.36,-4.44,196.0,,,Energy,102.0,100.0,188.0,45.52,196.0
Parabolic Drugs Ltd.,2010,2010_247,parabolic_drugs_ipo,https://www.chittorgarh.com/ipo/parabolic_drugs_ipo/247/,-13.53,75.0,64.85,"Thu, Jul 1, 2010","Thu, Jul 1, 2010",10.0,75.0,85.0,75.0,80.0,Bookbuilding IPO,"BSE, NSE",200.0,185.0,PARABDRUGS,533211.0,INE618H01016,19.96,63.21,464.19,92.5,23.36,1.48,1.2,0.4,1.0422,0.0,0.0,3.7,1.18,0,,,,,,,,,,,5237.1,2.48,-0.61,21.9,0,0,0,,,,15.0,7.5,0.1101,,6.21,,,,,,,395.0,24.0,11.0,,289.0,26.27,6.08,3.88,,,,Pharmaceuticals,-150.0,100.0,60.0,15.19,
Persistent Systems Ltd.,2010,2010_234,persistent_systems_ipo,https://www.chittorgarh.com/ipo/persistent_systems_ipo/234/,31.08,310.0,406.35,"Tue, Apr 6, 2010","Tue, Apr 6, 2010",10.0,290.0,310.0,310.0,20.0,Bookbuilding IPO,"BSE, NSE",168.0,128.0,PERSISTENT,533179.0,INE262H01013,18.55,43.34,1240.0,76.19,33.02,144.4276,107.7328,21.6889,93.6037,0.0,0.0,6.659,108.87,0,PERSISTENT,83.35,-4.54,17.26,10.65,-2.41,0.59,19.68,-3.84,-12.52,5374.65,5.62,2.13,17.32,1,1,1,0.0,0.0,0.0,40.0,23.81,0.6096,18.5,42.8,,,,,,,1669.0,249.0,40.0,,3.0,0.07,14.92,62.25,472.0,,,,453.0,500.0,415.0,24.87,472.0
Power Grid Corp.of India Ltd.,2010,2010_279,power_grid_fpo,https://www.chittorgarh.com/ipo/power_grid_fpo/279/,7.28,90.0,96.55,"Thu, Nov 25, 2010","Thu, Nov 25, 2010",10.0,85.0,90.0,90.0,65.0,Bookbuilding FPO,"BSE, NSE",7442.0,3721.0,POWERGRID,532898.0,INE752E01010,12.83,86.36,41667.53,50.0,77.43,,,,100.0,0.0,0.0,,,0,POWERGRID,30.82,0.16,2.3,3.08,9.06,-3.26,11.56,8.71,23.82,5751.95,-5.43,-2.35,22.58,1,0,0,1.0,0.0,1.0,3721.0,50.0,0.4,170.0,128.0,,,,,,,15555.0,4548.0,5232.0,,84220.0,16.1,29.24,9.82,180.0,,,Energy,106.0,100.0,12967.0,83.36,180.0
Pradip Overseas Ltd.,2010,2010_232,pradip_overseas_ipo,https://www.chittorgarh.com/ipo/pradip_overseas_ipo/232/,-2.68,110.0,107.05,"Mon, Apr 5, 2010","Mon, Apr 5, 2010",10.0,100.0,110.0,110.0,60.0,Bookbuilding IPO,"BSE, NSE",117.0,117.0,PRADIP,533178.0,INE495J01015,32.75,80.06,444.03,100.0,53.71,8.574,45.3523,10.5262,14.0813,0.0,0.0,0.815,20.0,0,,,,,,,,,,,5366.0,5.62,1.19,17.2,0,0,0,,,,,,0.0875,587.0,29.0,,,,,,,1670.0,-76.0,40.0,,1056.0,26.4,-4.55,-18.83,37.0,,,,550.0,100.0,17.0,1.02,37.0
Prakash Steelage Ltd.,2010,2010_255,prakash_steelage_ipo,https://www.chittorgarh.com/ipo/prakash_steelage_ipo/255/,68.5,110.0,185.35,"Wed, Aug 25, 2010","Wed, Aug 25, 2010",10.0,100.0,110.0,110.0,60.0,Bookbuilding IPO,"BSE, NSE",69.0,69.0,PRAKASHSTL,533239.0,INE696K01024,35.03,100.0,192.5,100.0,64.16,1.27,10.91,6.62,4.5314,0.0,0.0,0.192,5.23,0,PRAKASHSTL,17.8,-20.2,-15.47,-33.88,-33.56,-30.38,-21.65,-30.22,-25.11,5477.9,1.49,-1.12,17.09,1,1,1,0.0,0.0,0.0,,,1.02,156.0,196.0,,,,,,,94419.0,1655.0,1750.0,,26416.0,15.09,1.75,945.71,733.0,,,Materials,53.0,100.0,6337.0,6.71,733.0
Prestige Estates Projects Ltd.,2010,2010_277,prestige_estates_ipo,https://www.chittorgarh.com/ipo/prestige_estates_ipo/277/,5.55,183.0,193.15,"Wed, Oct 27, 2010","Wed, Oct 27, 2010",10.0,172.0,183.0,183.0,30.0,Bookbuilding IPO,"BSE, NSE",1200.0,1200.0,PRESTIGE,533274.0,INE811K01011,19.02,100.0,6003.75,100.0,80.01,4.5963,0.2554,0.0851,1.9772,1.0,1.0,54.011,2.39,0,PRESTIGE,177.1,-15.92,-19.62,-26.2,-50.02,-12.88,-11.3,-18.76,-37.99,5987.7,-0.06,-1.87,20.52,1,0,0,0.0,0.0,0.0,,,0.2555,348.0,766.0,183.0,30.0,23.0,"HDFC FOCUSED LARGE CAP FUND | HDFC MUTUAL FUND | EMM UMBRELLA FUNDS,THE-EMERGING MARKETS SOUTH ASIAN STARS FUND | EMM UMBRELLA | ALLIANCEBERNSTEIN INDIA GROWTH (MAURITIUS) LTD.",,,2549.0,321.0,350.0,,3154.0,9.01,12.59,9.78,580.0,,,,367.0,100.0,720.0,28.25,580.0
Punjab & Sind Bank,2010,2010_288,punjab_sind_bank_ipo,https://www.chittorgarh.com/ipo/punjab_sind_bank_ipo/288/,5.96,120.0,127.15,"Thu, Dec 30, 2010","Thu, Dec 30, 2010",10.0,113.0,120.0,120.0,50.0,Bookbuilding IPO,"BSE, NSE",471.0,471.0,PSB,533295.0,INE608A01012,23.76,100.0,2676.67,100.0,82.4,49.8,85.84,44.45,50.7473,0.0,0.0,1.12,59.54,0,,,,,,,,,,,6134.5,2.91,2.04,16.56,1,0,0,,,,,,1.61,703.0,598.0,,,,,,,7973.0,301.0,275.0,,94509.0,343.67,3.78,13.49,142.0,,,Banking & Finance,196.0,100.0,,,142.0
RPP Infra Projects Ltd.,2010,2010_281,rpp_infra_ipo,https://www.chittorgarh.com/ipo/rpp_infra_ipo/281/,-8.13,75.0,68.9,"Mon, Dec 6, 2010","Mon, Dec 6, 2010",10.0,68.0,75.0,75.0,80.0,Bookbuilding IPO,"BSE, NSE",49.0,46.0,RPPINFRA,533284.0,INE324L01013,33.66,99.99,169.5,93.88,72.85,0.16,7.27,5.6,2.9643,0.0,0.0,0.029,3.38,0,RPPINFRA,48.83,-15.6,-2.69,10.23,-13.0,-17.06,5.18,18.09,10.02,5976.55,-4.86,1.94,19.24,0,0,0,0.0,0.0,1.0,3.0,6.12,0.43,139.0,201.0,,,,,,,240.0,14.0,23.0,,97.0,4.22,5.83,6.19,981.0,,,Infrastructure,112.0,100.0,36.0,15.0,981.0
Ramky Infrastructure Ltd.,2010,2010_265,ramky_infra_ipo,https://www.chittorgarh.com/ipo/ramky_infra_ipo/265/,-13.91,450.0,387.4,"Fri, Oct 8, 2010","Fri, Oct 8, 2010",10.0,405.0,468.0,450.0,14.0,Bookbuilding IPO,"BSE, NSE",530.0,350.0,RAMKY,533262.0,INE874I01013,23.22,84.12,2573.9,66.04,70.52,5.1353,1.6111,1.1,2.6835,1.0,1.0,4.668,3.27,0,RAMKY,382.15,-3.36,-20.45,-26.98,-43.49,-6.61,-14.87,-21.77,-27.35,6103.45,8.84,-0.65,21.4,0,0,0,0.0,0.0,0.0,180.0,33.96,,109.0,168.0,450.0,28.85,13.0,HSBC FLEXI CAP FUND | HSBC MUTUAL FUND | AXIS CONSERVATIVE HYBRID FUND | AXIS MUTUAL FUND | AXIS ELSS TAX SAVER FUND,,,2402.0,-408.0,57.0,,3240.0,56.84,-16.99,-71.33,150.0,,,Infrastructure,297.0,100.0,-219.0,-9.12,150.0
Ravikumar Distilleries Ltd.,2010,2010_286,ravikumar_distilleries_ipo,https://www.chittorgarh.com/ipo/ravikumar_distilleries_ipo/286/,25.08,64.0,80.05,"Mon, Dec 27, 2010","Mon, Dec 27, 2010",10.0,56.0,64.0,64.0,100.0,Bookbuilding IPO,"BSE, NSE",74.0,74.0,RKDL,533294.0,INE722J01012,13.27,100.0,153.6,100.0,51.82,0.15,7.31,3.01,2.225,0.0,0.0,0.05,2.87,0,RKDL,79.15,-61.46,-52.03,-72.77,-80.42,-56.28,-46.85,-66.14,-61.27,5996.0,4.24,-0.08,18.13,1,1,1,0.0,0.0,0.0,,,,31.0,33.0,,,,,,,3769.0,-580.0,2400.0,,3622.0,1.51,-15.39,-241.67,426.0,,,,175.0,100.0,-50.0,-1.33,426.0
Rural Electrification Corp.Ltd.,2010,2010_223,rec_fpo,https://www.chittorgarh.com/ipo/rec_fpo/223/,17.21,206.0,241.45,"Mon, Mar 8, 2010","Mon, Mar 8, 2010",10.0,,,206.0,30.0,Bookbuilding FPO,"BSE, NSE",3526.0,2644.0,RECLTD,532955.0,INE020B01018,,,91386.0,74.99,,,,,100.0,0.0,0.0,,,0,RECLTD,32.56,6.15,17.19,36.83,2.05,2.63,19.86,29.89,-5.69,5101.5,5.29,1.68,20.8,1,1,0,1.0,0.0,0.0,881.0,24.99,0.2,215.0,996.0,,,,,,,17223.0,4741.0,987.0,,152944.0,154.96,27.53,10.69,530.0,,,,317.0,100.0,,,530.0
SJVN Ltd.,2010,2010_241,sjvn_ipo,https://www.chittorgarh.com/ipo/sjvn_ipo/241/,-3.46,26.0,25.1,"Thu, May 20, 2010","Thu, May 20, 2010",10.0,23.0,26.0,26.0,250.0,Bookbuilding IPO,"BSE, NSE",1063.0,,SJVN,533206.0,INE002L01015,12.5,100.0,10682.92,,,9.0265,3.3873,3.116,6.6374,0.0,0.0,2.897,6.15,0,SJVN,11.04,-3.98,-5.18,-1.73,-12.96,-10.35,-14.61,-22.77,-23.85,4931.15,-6.42,-3.19,32.26,0,0,0,0.0,0.0,0.0,1063.0,100.0,0.2463,581.0,491.0,,,,,,,1872.0,1114.0,4137.0,,2457.0,0.59,59.51,2.71,450.0,,,,371.0,100.0,1604.0,85.68,450.0
Sea TV Network Ltd.,2010,2010_272,sea_tv_network_ipo,https://www.chittorgarh.com/ipo/sea_tv_network_ipo/272/,6.0,100.0,106.0,"Thu, Oct 14, 2010","Thu, Oct 14, 2010",10.0,90.0,100.0,100.0,65.0,Bookbuilding IPO,BSE,50.0,50.0,,,INE351L01016,15.33,99.997,120.2,100.0,58.4,1.8444,45.489,8.2778,10.6428,0.0,0.0,0.223,16.22,0,,,,,,,,,,,6062.65,4.01,-0.67,22.65,1,0,0,,,,,,,,,,,,,,,1812.0,-682.0,1202.0,,4863.0,4.05,-37.64,-567.39,654.0,,,,-334.0,100.0,210.0,11.59,
"Shipping Corp.of India Ltd.,The",2010,2010_283,shipping_corporation_fpo,https://www.chittorgarh.com/ipo/shipping_corporation_fpo/283/,-5.29,140.0,132.6,"Wed, Dec 15, 2010","Wed, Dec 15, 2010",10.0,135.0,140.0,140.0,50.0,Bookbuilding FPO,"BSE, NSE",1165.0,582.0,SCI,523598.0,INE109A01011,6.08,80.12,6521.19,49.96,71.2,,,,100.0,0.0,0.0,,,0,SCI,115.81,-8.6,-16.59,-19.81,-58.9,-4.57,-9.03,-9.04,-37.75,5948.75,-0.67,3.16,20.24,0,0,0,0.0,0.0,0.0,582.0,49.96,0.5,105.0,981.0,,,,,,,4311.0,195.0,466.0,,7739.0,16.61,4.52,4.19,101.0,,,,183.0,100.0,916.0,21.25,101.0
Standard Chartered PLC,2010,2010_245,standard_chartered_idr,https://www.chittorgarh.com/ipo/standard_chartered_idr/245/,-0.53,104.0,103.45,"Fri, Jun 11, 2010","Fri, Jun 11, 2010",,0.0,115.0,,200.0,Bookbuilding IDRS,"BSE, NSE",,,,,,14.3,,,,,,,,100.0,0.0,0.0,,,0,,,,,,,,,,,5119.35,-1.15,-0.31,25.1,0,0,0,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,
